e140307_0061.fits.gz 2014-03-07 46677 Object 08:23:34.86 +03:13:16.2 300.0 yes 
e140307_0062.fits.gz 2014-03-07 46677 Object 08:23:34.86 +03:13:16.2 300.0 yes 
e140307_0063.fits.gz 2014-03-07 55500 Object 11:06:38.31 +43:23:44.4 900.0 yes 
e140307_0064.fits.gz 2014-03-07 55500 Object 11:06:38.29 +43:23:44.5 900.0 yes 
e140307_0065.fits.gz 2014-03-07 55500 Object 11:06:38.29 +43:23:44.5 900.0 yes 
e140307_0066.fits.gz 2014-03-07 38329 Object 11:32:53.38 +50:09:33.1 900.0 yes 
e140307_0067.fits.gz 2014-03-07 38329 Object 11:32:53.38 +50:09:33.1 900.0 yes 
e140307_0068.fits.gz 2014-03-07 38329 Object 11:32:53.38 +50:09:33.1 900.0 yes 
e140307_0069.fits.gz 2014-03-07 38465 Object 11:47:26.73 +49:42:57.9 900.0 yes 
e140307_0070.fits.gz 2014-03-07 38465 Object 11:47:26.73 +49:42:57.9 900.0 yes 
e140307_0071.fits.gz 2014-03-07 38465 Object 11:47:26.73 +49:42:57.9 900.0 yes 
e140307_0072.fits.gz 2014-03-07 37836 Object 13:24:47.91 +58:29:13.9 900.0 yes 
e140307_0073.fits.gz 2014-03-07 37836 Object 13:24:47.88 +58:29:13.8 900.0 yes 
e140307_0074.fits.gz 2014-03-07 37836 Object 13:24:47.08 +58:29:10.5 900.0 yes 
e140307_0075.fits.gz 2014-03-07 37836 Object 13:24:47.10 +58:29:10.6 900.0 yes 
e140307_0076.fits.gz 2014-03-07 54655 Object 14:13:29.64 +40:34:34.3 900.0 yes 
e140307_0077.fits.gz 2014-03-07 54655 Object 14:13:29.64 +40:34:34.3 900.0 yes 
e140307_0078.fits.gz 2014-03-07 54655 Object 14:13:29.65 +40:34:34.3 900.0 yes 
e140307_0079.fits.gz 2014-03-07 54655 Object 14:13:29.65 +40:34:34.3 900.0 yes 
e140307_0080.fits.gz 2014-03-07 67565 Object 14:02:21.23 +36:36:06.4 900.0 yes 
e140307_0081.fits.gz 2014-03-07 67565 Object 14:02:21.23 +36:36:06.3 900.0 yes 
e140307_0082.fits.gz 2014-03-07 67565 Object 14:02:21.24 +36:36:06.2 900.0 yes 
e140307_0083.fits.gz 2014-03-07 81315 Object 15:41:06.37 +04:45:10.5 900.0 yes 
e140307_0084.fits.gz 2014-03-07 81315 Object 15:41:06.33 +04:45:10.4 900.0 yes 
e140307_0085.fits.gz 2014-03-07 81315 Object 15:41:06.24 +04:45:13.6 900.0 yes 
e140307_0086.fits.gz 2014-03-07 81315 Object 15:41:06.24 +04:45:13.6 900.0 yes 
e140307_0087.fits.gz 2014-03-07 78759 Object 14:12:43.74 +08:22:15.9 200.0 yes 
e140307_0088.fits.gz 2014-03-07 78759 Object 14:12:43.74 +08:22:15.9 200.0 yes 
e140307_0089.fits.gz 2014-03-07 78759 Object 14:12:43.74 +08:22:15.9 200.0 yes 
e140307_0090.fits.gz 2014-03-07 78759 Object 14:12:43.74 +08:22:15.9 200.0 yes 
e140307_0091.fits.gz 2014-03-07 HgNeLamp Line 04:29:24.00 +00:03:32.4 8.0 yes 
e140307_0092.fits.gz 2014-03-07 HgNeLamp Line 04:29:24.00 +00:03:32.4 8.0 yes 
e140307_0093.fits.gz 2014-03-07 HgNeLamp Line 04:29:24.00 +00:03:32.4 8.0 yes 
e140307_0094.fits.gz 2014-03-07 HgNeLamp Line 04:29:24.00 +00:03:32.4 8.0 yes 
e140307_0095.fits.gz 2014-03-07 HgNeLamp Line 04:29:24.00 +00:03:32.4 8.0 yes 
e140307_0096.fits.gz 2014-03-07 XeLamp Line 04:29:24.00 +00:03:32.4 8.0 yes 
e140307_0097.fits.gz 2014-03-07 XeLamp Line 04:29:24.00 +00:03:32.4 8.0 yes 
e140307_0098.fits.gz 2014-03-07 XeLamp Line 04:29:24.00 +00:03:32.4 8.0 yes 
e140307_0099.fits.gz 2014-03-07 XeLamp Line 04:29:24.00 +00:03:32.4 8.0 yes 
e140307_0100.fits.gz 2014-03-07 XeLamp Line 04:29:24.00 +00:03:32.4 8.0 yes 
e140307_0101.fits.gz 2014-03-07 CuArLamp Line 04:29:24.00 +00:03:32.4 450.0 yes 
e140307_0102.fits.gz 2014-03-07 CuArLamp Line 04:29:24.00 +00:03:32.4 450.0 yes 
e140307_0103.fits.gz 2014-03-07 CuArLamp Line 04:29:24.00 +00:03:32.4 450.0 yes 
e140307_0104.fits.gz 2014-03-07 CuArLamp Line 04:29:24.00 +00:03:32.4 450.0 yes 
e140307_0105.fits.gz 2014-03-07 CuArLamp Line 04:29:24.00 +00:03:32.4 450.0 yes 
